--- DTA Baseline: UCB (Ratio: 0.2) ---

>>> [Stage 0] Sampling...

[Sampler] Running UCB | Target: 4991/24956 (20.0%)
Scanning Source (UCB):   0%|          | 0/25 [00:00<?, ?it/s]/root/miniconda3/envs/subset/lib/python3.9/site-packages/torch/nn/modules/transformer.py:508: UserWarning: The PyTorch API of nested tensors is in prototype stage and will change in the near future. We recommend specifying layout=torch.jagged when constructing a nested tensor, as this layout receives active development, has better operator coverage, and works with torch.compile. (Triggered internally at /pytorch/aten/src/ATen/NestedTensorImpl.cpp:178.)
  output = torch._nested_tensor_from_mask(
Scanning Source (UCB):   4%|▍         | 1/25 [00:03<01:15,  3.16s/it]Scanning Source (UCB):   8%|▊         | 2/25 [00:03<00:34,  1.49s/it]Scanning Source (UCB):  12%|█▏        | 3/25 [00:03<00:21,  1.03it/s]Scanning Source (UCB):  16%|█▌        | 4/25 [00:04<00:15,  1.38it/s]Scanning Source (UCB):  20%|██        | 5/25 [00:04<00:11,  1.69it/s]Scanning Source (UCB):  24%|██▍       | 6/25 [00:05<00:11,  1.64it/s]Scanning Source (UCB):  28%|██▊       | 7/25 [00:05<00:09,  1.90it/s]Scanning Source (UCB):  32%|███▏      | 8/25 [00:05<00:07,  2.17it/s]Scanning Source (UCB):  36%|███▌      | 9/25 [00:06<00:09,  1.65it/s]Scanning Source (UCB):  40%|████      | 10/25 [00:07<00:09,  1.61it/s]Scanning Source (UCB):  44%|████▍     | 11/25 [00:07<00:07,  1.87it/s]Scanning Source (UCB):  48%|████▊     | 12/25 [00:08<00:06,  2.08it/s]Scanning Source (UCB):  52%|█████▏    | 13/25 [00:08<00:06,  1.89it/s]Scanning Source (UCB):  56%|█████▌    | 14/25 [00:09<00:07,  1.52it/s]Scanning Source (UCB):  60%|██████    | 15/25 [00:10<00:05,  1.77it/s]Scanning Source (UCB):  64%|██████▍   | 16/25 [00:10<00:04,  2.03it/s]Scanning Source (UCB):  68%|██████▊   | 17/25 [00:10<00:03,  2.16it/s]Scanning Source (UCB):  72%|███████▏  | 18/25 [00:11<00:04,  1.63it/s]Scanning Source (UCB):  76%|███████▌  | 19/25 [00:12<00:03,  1.89it/s]Scanning Source (UCB):  80%|████████  | 20/25 [00:12<00:02,  2.14it/s]Scanning Source (UCB):  84%|████████▍ | 21/25 [00:12<00:01,  2.31it/s]Scanning Source (UCB):  88%|████████▊ | 22/25 [00:13<00:01,  1.99it/s]Scanning Source (UCB):  92%|█████████▏| 23/25 [00:13<00:00,  2.22it/s]Scanning Source (UCB):  96%|█████████▌| 24/25 [00:14<00:00,  2.42it/s]Scanning Source (UCB): 100%|██████████| 25/25 [00:14<00:00,  3.07it/s]                                                                      -> Source reduced: 24956 -> 4991

=== Phase 1: Source Pre-training ===
[P1] Ep 1: Loss 3.3864 | Val MAE 1.6029
[P1] Ep 2: Loss 1.5263 | Val MAE 1.5860
[P1] Ep 3: Loss 1.3507 | Val MAE 1.6398
[P1] Ep 4: Loss 1.1995 | Val MAE 1.6310
[P1] Ep 5: Loss 1.1166 | Val MAE 1.6193
[P1] Ep 6: Loss 1.0817 | Val MAE 1.5718
[P1] Ep 7: Loss 1.0794 | Val MAE 1.5643
[P1] Ep 8: Loss 1.0432 | Val MAE 1.5887
[P1] Ep 9: Loss 1.0134 | Val MAE 1.5760
[P1] Ep 10: Loss 0.9972 | Val MAE 1.6124
[P1] Ep 11: Loss 0.9768 | Val MAE 1.6098
[P1] Ep 12: Loss 0.9632 | Val MAE 1.6211
[P1] Ep 13: Loss 0.9636 | Val MAE 1.5955
[P1] Ep 14: Loss 0.9355 | Val MAE 1.5882
[P1] Ep 15: Loss 0.9203 | Val MAE 1.5971
[P1] Ep 16: Loss 0.9175 | Val MAE 1.5763
[P1] Ep 17: Loss 0.9015 | Val MAE 1.5858
[P1] Ep 18: Loss 0.8918 | Val MAE 1.5807
[P1] Ep 19: Loss 0.8635 | Val MAE 1.5510
[P1] Ep 20: Loss 0.8609 | Val MAE 1.5682
[P1] Ep 21: Loss 0.8256 | Val MAE 1.5690
[P1] Ep 22: Loss 0.8634 | Val MAE 1.5641
[P1] Ep 23: Loss 0.8449 | Val MAE 1.5585
