--- DTA Baseline: GraNd-20 (Ratio: 0.2) ---

>>> [Stage 0] Sampling...

[Sampler] Running GraNd-20 | Target: 4991/24956 (20.0%)
Scanning Source (GraNd-20):   0%|          | 0/25 [00:00<?, ?it/s]/root/miniconda3/envs/subset/lib/python3.9/site-packages/torch/nn/modules/transformer.py:508: UserWarning: The PyTorch API of nested tensors is in prototype stage and will change in the near future. We recommend specifying layout=torch.jagged when constructing a nested tensor, as this layout receives active development, has better operator coverage, and works with torch.compile. (Triggered internally at /pytorch/aten/src/ATen/NestedTensorImpl.cpp:178.)
  output = torch._nested_tensor_from_mask(
Scanning Source (GraNd-20):   4%|▍         | 1/25 [00:03<01:28,  3.68s/it]Scanning Source (GraNd-20):   8%|▊         | 2/25 [00:04<00:39,  1.72s/it]Scanning Source (GraNd-20):  12%|█▏        | 3/25 [00:04<00:23,  1.08s/it]Scanning Source (GraNd-20):  16%|█▌        | 4/25 [00:04<00:16,  1.26it/s]Scanning Source (GraNd-20):  20%|██        | 5/25 [00:05<00:16,  1.20it/s]Scanning Source (GraNd-20):  24%|██▍       | 6/25 [00:05<00:12,  1.50it/s]Scanning Source (GraNd-20):  28%|██▊       | 7/25 [00:06<00:10,  1.77it/s]Scanning Source (GraNd-20):  32%|███▏      | 8/25 [00:06<00:08,  2.02it/s]Scanning Source (GraNd-20):  36%|███▌      | 9/25 [00:08<00:14,  1.07it/s]Scanning Source (GraNd-20):  40%|████      | 10/25 [00:08<00:11,  1.34it/s]Scanning Source (GraNd-20):  44%|████▍     | 11/25 [00:09<00:08,  1.58it/s]Scanning Source (GraNd-20):  48%|████▊     | 12/25 [00:09<00:07,  1.85it/s]Scanning Source (GraNd-20):  52%|█████▏    | 13/25 [00:11<00:09,  1.21it/s]Scanning Source (GraNd-20):  56%|█████▌    | 14/25 [00:11<00:07,  1.46it/s]Scanning Source (GraNd-20):  60%|██████    | 15/25 [00:11<00:05,  1.73it/s]Scanning Source (GraNd-20):  64%|██████▍   | 16/25 [00:12<00:04,  1.99it/s]Scanning Source (GraNd-20):  68%|██████▊   | 17/25 [00:13<00:06,  1.18it/s]Scanning Source (GraNd-20):  72%|███████▏  | 18/25 [00:14<00:04,  1.45it/s]Scanning Source (GraNd-20):  76%|███████▌  | 19/25 [00:14<00:03,  1.70it/s]Scanning Source (GraNd-20):  80%|████████  | 20/25 [00:14<00:02,  1.95it/s]Scanning Source (GraNd-20):  84%|████████▍ | 21/25 [00:15<00:02,  1.43it/s]Scanning Source (GraNd-20):  88%|████████▊ | 22/25 [00:16<00:01,  1.71it/s]Scanning Source (GraNd-20):  92%|█████████▏| 23/25 [00:16<00:01,  1.97it/s]Scanning Source (GraNd-20):  96%|█████████▌| 24/25 [00:16<00:00,  2.20it/s]Scanning Source (GraNd-20): 100%|██████████| 25/25 [00:16<00:00,  2.81it/s]                                                                           -> Source reduced: 24956 -> 4991

=== Phase 1: Source Pre-training ===
[P1] Ep 1: Loss 3.6477 | Val MAE 1.5616
[P1] Ep 2: Loss 1.6424 | Val MAE 1.5784
[P1] Ep 3: Loss 1.3623 | Val MAE 1.5891
[P1] Ep 4: Loss 1.2010 | Val MAE 1.6304
[P1] Ep 5: Loss 1.1029 | Val MAE 1.6285
[P1] Ep 6: Loss 1.0713 | Val MAE 1.6578
[P1] Ep 7: Loss 1.0307 | Val MAE 1.6246
[P1] Ep 8: Loss 0.9947 | Val MAE 1.6192
[P1] Ep 9: Loss 0.9746 | Val MAE 1.6330
[P1] Ep 10: Loss 0.9674 | Val MAE 1.6285
[P1] Ep 11: Loss 0.9701 | Val MAE 1.5814
[P1] Ep 12: Loss 0.9219 | Val MAE 1.6201
[P1] Ep 13: Loss 0.8943 | Val MAE 1.6734
[P1] Ep 14: Loss 0.8946 | Val MAE 1.5873
[P1] Ep 15: Loss 0.8836 | Val MAE 1.6335
[P1] Ep 16: Loss 0.8793 | Val MAE 1.6245
[P1] Ep 17: Loss 0.8500 | Val MAE 1.6483
[P1] Ep 18: Loss 0.8608 | Val MAE 1.6503
[P1] Ep 19: Loss 0.8384 | Val MAE 1.6433
[P1] Ep 20: Loss 0.8300 | Val MAE 1.6072
[P1] Ep 21: Loss 0.8120 | Val MAE 1.6203
[P1] Ep 22: Loss 0.8226 | Val MAE 1.6153
[P1] Ep 23: Loss 0.8175 | Val MAE 1.5953
[P1] Ep 24: Loss 0.7673 | Val MAE 1.6142
[P1] Ep 25: Loss 0.8014 | Val MAE 1.6432
[P1] Ep 26: Loss 0.7552 | Val MAE 1.6305
[P1] Ep 27: Loss 0.7687 | Val MAE 1.6140
