--- DTA Baseline: UCB (Ratio: 0.6) ---

>>> [Stage 0] Sampling...

[Sampler] Running UCB | Target: 14973/24956 (60.0%)
Scanning Source (UCB):   0%|          | 0/25 [00:00<?, ?it/s]/root/miniconda3/envs/subset/lib/python3.9/site-packages/torch/nn/modules/transformer.py:508: UserWarning: The PyTorch API of nested tensors is in prototype stage and will change in the near future. We recommend specifying layout=torch.jagged when constructing a nested tensor, as this layout receives active development, has better operator coverage, and works with torch.compile. (Triggered internally at /pytorch/aten/src/ATen/NestedTensorImpl.cpp:178.)
  output = torch._nested_tensor_from_mask(
Scanning Source (UCB):   4%|▍         | 1/25 [00:06<02:47,  6.99s/it]Scanning Source (UCB):   8%|▊         | 2/25 [00:07<01:12,  3.16s/it]Scanning Source (UCB):  12%|█▏        | 3/25 [00:07<00:41,  1.90s/it]Scanning Source (UCB):  16%|█▌        | 4/25 [00:08<00:27,  1.31s/it]Scanning Source (UCB):  20%|██        | 5/25 [00:09<00:26,  1.34s/it]Scanning Source (UCB):  24%|██▍       | 6/25 [00:10<00:19,  1.02s/it]Scanning Source (UCB):  28%|██▊       | 7/25 [00:10<00:14,  1.22it/s]Scanning Source (UCB):  32%|███▏      | 8/25 [00:10<00:12,  1.39it/s]Scanning Source (UCB):  36%|███▌      | 9/25 [00:14<00:23,  1.46s/it]Scanning Source (UCB):  40%|████      | 10/25 [00:14<00:18,  1.23s/it]Scanning Source (UCB):  44%|████▍     | 11/25 [00:16<00:18,  1.34s/it]Scanning Source (UCB):  48%|████▊     | 12/25 [00:16<00:14,  1.08s/it]Scanning Source (UCB):  52%|█████▏    | 13/25 [00:18<00:15,  1.33s/it]Scanning Source (UCB):  56%|█████▌    | 14/25 [00:19<00:12,  1.14s/it]Scanning Source (UCB):  60%|██████    | 15/25 [00:21<00:13,  1.37s/it]Scanning Source (UCB):  64%|██████▍   | 16/25 [00:21<00:09,  1.08s/it]Scanning Source (UCB):  68%|██████▊   | 17/25 [00:23<00:10,  1.36s/it]Scanning Source (UCB):  72%|███████▏  | 18/25 [00:24<00:07,  1.13s/it]Scanning Source (UCB):  76%|███████▌  | 19/25 [00:25<00:07,  1.21s/it]Scanning Source (UCB):  80%|████████  | 20/25 [00:26<00:04,  1.03it/s]Scanning Source (UCB):  84%|████████▍ | 21/25 [00:28<00:05,  1.31s/it]Scanning Source (UCB):  88%|████████▊ | 22/25 [00:28<00:03,  1.06s/it]Scanning Source (UCB):  92%|█████████▏| 23/25 [00:29<00:01,  1.06it/s]Scanning Source (UCB):  96%|█████████▌| 24/25 [00:29<00:00,  1.30it/s]Scanning Source (UCB): 100%|██████████| 25/25 [00:29<00:00,  1.73it/s]                                                                      -> Source reduced: 24956 -> 14973

=== Phase 1: Source Pre-training ===
[P1] Ep 1: Loss 1.7986 | Val MAE 1.7685
[P1] Ep 2: Loss 1.0025 | Val MAE 1.6529
[P1] Ep 3: Loss 0.9079 | Val MAE 1.8631
[P1] Ep 4: Loss 0.8533 | Val MAE 1.7191
[P1] Ep 5: Loss 0.8329 | Val MAE 1.8056
[P1] Ep 6: Loss 0.7994 | Val MAE 1.7809
[P1] Ep 7: Loss 0.7797 | Val MAE 1.7946
[P1] Ep 8: Loss 0.7584 | Val MAE 1.8814
[P1] Ep 9: Loss 0.7242 | Val MAE 1.7987
[P1] Ep 10: Loss 0.7304 | Val MAE 1.7197
[P1] Ep 11: Loss 0.7162 | Val MAE 1.8621
[P1] Ep 12: Loss 0.6989 | Val MAE 1.8355
[P1] Ep 13: Loss 0.6922 | Val MAE 1.6656
[P1] Ep 14: Loss 0.6902 | Val MAE 1.7144
[P1] Ep 15: Loss 0.6722 | Val MAE 1.8039
[P1] Ep 16: Loss 0.6725 | Val MAE 1.8644
[P1] Ep 17: Loss 0.6738 | Val MAE 1.7724
[P1] Ep 18: Loss 0.6708 | Val MAE 1.7314
[P1] Ep 19: Loss 0.6514 | Val MAE 1.7531
[P1] Ep 20: Loss 0.6470 | Val MAE 1.6863
[P1] Ep 21: Loss 0.6503 | Val MAE 1.7741
[P1] Ep 22: Loss 0.6488 | Val MAE 1.8198
[P1] Ep 23: Loss 0.6492 | Val MAE 1.7077
