--- DTA Baseline: GraNd-20 (Ratio: 0.4) ---

>>> [Stage 0] Sampling...

[Sampler] Running GraNd-20 | Target: 9982/24956 (40.0%)
Scanning Source (GraNd-20):   0%|          | 0/25 [00:00<?, ?it/s]/root/miniconda3/envs/subset/lib/python3.9/site-packages/torch/nn/modules/transformer.py:508: UserWarning: The PyTorch API of nested tensors is in prototype stage and will change in the near future. We recommend specifying layout=torch.jagged when constructing a nested tensor, as this layout receives active development, has better operator coverage, and works with torch.compile. (Triggered internally at /pytorch/aten/src/ATen/NestedTensorImpl.cpp:178.)
  output = torch._nested_tensor_from_mask(
Scanning Source (GraNd-20):   4%|▍         | 1/25 [00:03<01:22,  3.45s/it]Scanning Source (GraNd-20):   8%|▊         | 2/25 [00:03<00:35,  1.55s/it]Scanning Source (GraNd-20):  12%|█▏        | 3/25 [00:03<00:20,  1.05it/s]Scanning Source (GraNd-20):  16%|█▌        | 4/25 [00:04<00:13,  1.52it/s]Scanning Source (GraNd-20):  20%|██        | 5/25 [00:05<00:15,  1.32it/s]Scanning Source (GraNd-20):  24%|██▍       | 6/25 [00:05<00:11,  1.71it/s]Scanning Source (GraNd-20):  28%|██▊       | 7/25 [00:05<00:08,  2.16it/s]Scanning Source (GraNd-20):  32%|███▏      | 8/25 [00:05<00:06,  2.61it/s]Scanning Source (GraNd-20):  36%|███▌      | 9/25 [00:07<00:12,  1.32it/s]Scanning Source (GraNd-20):  40%|████      | 10/25 [00:07<00:08,  1.70it/s]Scanning Source (GraNd-20):  44%|████▍     | 11/25 [00:07<00:06,  2.11it/s]Scanning Source (GraNd-20):  48%|████▊     | 12/25 [00:07<00:05,  2.53it/s]Scanning Source (GraNd-20):  52%|█████▏    | 13/25 [00:09<00:08,  1.36it/s]Scanning Source (GraNd-20):  56%|█████▌    | 14/25 [00:09<00:06,  1.70it/s]Scanning Source (GraNd-20):  60%|██████    | 15/25 [00:09<00:04,  2.10it/s]Scanning Source (GraNd-20):  64%|██████▍   | 16/25 [00:10<00:03,  2.51it/s]Scanning Source (GraNd-20):  68%|██████▊   | 17/25 [00:11<00:06,  1.33it/s]Scanning Source (GraNd-20):  72%|███████▏  | 18/25 [00:11<00:04,  1.70it/s]Scanning Source (GraNd-20):  76%|███████▌  | 19/25 [00:12<00:02,  2.10it/s]Scanning Source (GraNd-20):  80%|████████  | 20/25 [00:12<00:01,  2.52it/s]Scanning Source (GraNd-20):  84%|████████▍ | 21/25 [00:13<00:02,  1.51it/s]Scanning Source (GraNd-20):  88%|████████▊ | 22/25 [00:13<00:01,  1.90it/s]Scanning Source (GraNd-20):  92%|█████████▏| 23/25 [00:14<00:00,  2.32it/s]Scanning Source (GraNd-20):  96%|█████████▌| 24/25 [00:14<00:00,  2.73it/s]                                                                           -> Source reduced: 24956 -> 9982

=== Phase 1: Source Pre-training ===
[P1] Ep 1: Loss 2.4824 | Val MAE 1.8469
[P1] Ep 2: Loss 1.2379 | Val MAE 1.6911
[P1] Ep 3: Loss 1.0654 | Val MAE 1.6893
[P1] Ep 4: Loss 0.9700 | Val MAE 1.7073
[P1] Ep 5: Loss 0.9309 | Val MAE 1.6396
[P1] Ep 6: Loss 0.9139 | Val MAE 1.7587
[P1] Ep 7: Loss 0.8794 | Val MAE 1.6975
[P1] Ep 8: Loss 0.8811 | Val MAE 1.6939
[P1] Ep 9: Loss 0.8545 | Val MAE 1.7256
[P1] Ep 10: Loss 0.8364 | Val MAE 1.6716
[P1] Ep 11: Loss 0.8198 | Val MAE 1.6428
[P1] Ep 12: Loss 0.8069 | Val MAE 1.6992
[P1] Ep 13: Loss 0.8094 | Val MAE 1.6591
[P1] Ep 14: Loss 0.7898 | Val MAE 1.6981
[P1] Ep 15: Loss 0.7736 | Val MAE 1.6989
[P1] Ep 16: Loss 0.7574 | Val MAE 1.6948
[P1] Ep 17: Loss 0.7732 | Val MAE 1.7351
[P1] Ep 18: Loss 0.7417 | Val MAE 1.6878
[P1] Ep 19: Loss 0.7397 | Val MAE 1.7068
[P1] Ep 20: Loss 0.7439 | Val MAE 1.6883
[P1] Ep 21: Loss 0.7385 | Val MAE 1.6570
[P1] Ep 22: Loss 0.7408 | Val MAE 1.6387
[P1] Ep 23: Loss 0.7228 | Val MAE 1.6425
[P1] Ep 24: Loss 0.7330 | Val MAE 1.6706
[P1] Ep 25: Loss 0.7197 | Val MAE 1.7420
[P1] Ep 26: Loss 0.7149 | Val MAE 1.6657
[P1] Ep 27: Loss 0.7302 | Val MAE 1.6827
[P1] Ep 28: Loss 0.6991 | Val MAE 1.7246
